Index,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Summation
1340,5,4,1,1,0,3,4,0,6,3,0,1,1,29
1341,7,1,1,0,0,2,1,2,0,3,1,0,1,19
1342,3,3,3,0,1,4,7,0,6,5,0,2,2,36
1343,2,5,3,0,0,3,3,0,0,4,0,0,1,21
1344,5,4,0,0,0,2,4,0,0,0,0,0,0,15
1345,5,4,1,0,0,3,4,0,6,0,0,1,0,24
1346,2,4,3,1,0,4,3,0,0,3,0,0,1,21
1347,3,6,0,0,0,3,3,2,5,4,1,1,1,29
1348,3,4,2,1,0,3,6,2,0,4,1,0,1,27
1349,0,3,6,0,0,4,3,0,0,5,0,0,1,22
1350,7,2,0,0,0,2,1,0,0,0,0,0,0,12
1351,2,2,4,1,0,4,8,0,6,0,0,1,0,28
1352,9,0,0,0,0,1,2,2,0,2,1,0,1,18
1353,2,4,4,0,0,4,8,2,6,4,1,1,1,37
1354,0,2,5,3,1,6,8,0,5,0,0,1,0,31
1355,2,6,2,0,0,3,5,2,6,4,1,1,1,33
1356,5,4,0,0,0,2,5,0,5,0,0,1,0,22
1357,3,4,4,0,0,4,4,0,6,7,0,1,1,34
1358,2,2,5,0,0,4,5,0,0,0,0,0,0,18
1359,1,3,4,3,1,5,7,0,5,0,0,1,0,30
1360,0,7,0,2,0,4,2,0,0,2,0,0,1,18
1361,6,3,0,0,0,3,3,0,0,0,0,0,0,15
1362,0,5,4,0,0,4,3,0,6,4,0,1,1,28
1363,3,4,2,2,0,4,3,0,0,0,0,0,0,18
1364,3,4,3,0,0,3,7,2,0,4,1,0,1,28
1365,2,5,2,2,0,4,3,1,0,4,1,0,1,25
1366,2,5,3,0,0,4,3,0,0,0,0,0,0,17
1367,3,3,3,0,1,4,5,2,0,0,1,0,0,22
1368,4,4,1,2,0,3,1,0,6,0,0,1,0,22
1369,0,5,4,0,0,4,3,2,0,2,1,0,1,22
1370,2,0,7,0,0,5,7,2,0,4,1,0,1,29
1371,0,5,4,0,0,4,1,0,0,0,0,0,0,14
1372,0,5,4,0,0,4,6,2,6,4,1,1,1,34
1373,0,6,0,3,0,5,6,0,6,0,0,1,0,27
1374,4,3,3,0,0,3,3,0,6,2,0,1,1,26
1375,2,3,4,2,1,5,8,0,0,0,0,0,0,25
1376,7,2,0,0,0,2,1,0,0,0,0,0,0,12
1377,1,1,5,3,0,6,7,0,6,4,0,1,1,35
1378,0,5,4,0,0,4,6,2,5,3,1,1,1,32
1379,0,3,2,2,2,8,7,0,5,0,0,1,0,30
1380,2,4,2,2,2,6,4,0,6,0,0,1,0,29
1381,4,4,2,0,0,3,4,0,0,4,0,0,7,28
1382,0,7,2,0,0,4,4,2,6,4,1,1,1,32
1383,5,3,2,0,0,3,6,2,5,4,1,1,1,33
1384,1,8,0,0,0,3,3,2,0,2,1,0,1,21
1385,6,3,1,0,1,2,3,2,6,1,1,1,1,28
1386,5,2,3,0,0,3,2,2,0,4,1,0,1,23
1387,2,5,2,1,0,3,3,1,0,3,1,0,1,22
1388,0,6,3,0,0,4,7,0,6,4,0,1,1,32
1389,2,5,3,0,0,3,2,2,0,2,1,0,1,21
1390,1,1,5,3,0,6,7,0,0,3,0,0,1,27
1391,2,5,2,0,0,3,6,2,0,1,1,0,1,23
1392,1,6,2,1,0,4,8,2,5,4,1,1,1,36
1393,2,2,5,0,0,5,7,1,6,0,1,2,0,31
1394,6,3,1,0,0,2,2,2,6,3,1,1,1,28
1395,0,4,5,0,0,4,5,0,5,3,0,1,1,28
1396,3,1,4,2,1,5,6,0,6,0,0,1,0,29
1397,3,2,5,0,0,4,2,2,0,2,1,0,1,22
1398,4,4,2,1,1,3,3,2,0,4,1,0,1,26
1399,3,5,1,1,0,3,6,0,0,0,0,0,0,19
1400,0,4,0,5,0,6,3,0,6,0,0,1,0,25
1401,0,0,9,0,0,4,3,2,5,3,1,1,1,29
1402,2,4,4,1,0,4,7,0,0,2,0,0,1,25
1403,1,3,4,2,1,5,8,2,0,4,1,0,1,32
1404,0,5,4,0,0,4,7,0,6,0,0,1,0,27
1405,6,3,1,0,0,2,4,1,5,2,1,1,1,27
1406,0,6,0,3,0,5,6,0,5,0,0,1,0,26
1407,0,6,3,0,0,4,6,2,6,5,1,2,1,36
1408,3,3,3,0,1,4,3,0,0,6,0,0,1,24
1409,0,2,3,2,3,8,6,0,0,1,0,0,1,26
1410,5,3,2,0,0,3,4,0,0,0,0,0,0,17
1411,9,0,0,0,0,1,2,0,5,0,0,1,0,18
1412,3,2,4,1,0,3,2,2,6,3,1,1,1,29
1413,3,5,2,0,0,3,2,2,0,2,1,0,1,21
1414,6,0,3,0,0,3,5,2,5,4,1,1,1,31
1415,0,2,6,2,0,6,3,0,6,0,0,1,0,26
1416,1,5,2,0,2,6,3,2,0,3,1,0,1,26
1417,3,1,5,0,0,4,1,0,6,0,0,2,0,22
1418,3,2,3,3,0,5,6,0,0,0,0,0,0,22
1419,3,5,1,1,0,3,6,0,6,0,0,1,0,26
1420,3,2,5,0,0,3,3,0,6,0,0,1,0,23
1421,5,4,0,0,0,2,1,0,5,2,0,1,1,21
1422,2,6,2,0,0,3,5,2,6,3,1,1,1,32
1423,4,3,2,2,0,4,2,0,5,0,0,1,0,23
1424,1,3,4,2,2,6,8,0,6,0,0,1,0,33
1425,2,4,4,1,0,4,5,0,6,0,0,1,0,27
1426,6,3,0,0,0,2,2,2,0,4,1,0,1,21
1427,0,0,5,2,2,8,8,0,0,5,0,0,1,31
1428,6,3,0,0,0,2,1,0,0,0,0,0,0,12
1429,2,4,3,0,0,4,3,0,0,0,0,0,0,16
1430,4,4,1,0,0,3,1,2,6,1,1,1,1,25
1431,2,7,1,0,0,3,5,0,6,0,0,1,0,25
1432,6,2,1,0,1,3,1,2,0,3,1,0,1,21
1433,4,3,3,0,0,3,3,0,6,0,0,1,0,23
1434,6,2,2,1,0,2,5,0,7,6,0,3,1,35
1435,2,3,2,4,0,5,4,0,6,0,0,1,0,27
1436,5,0,5,0,0,3,1,2,6,3,1,1,1,28
1437,6,3,1,0,0,2,3,0,5,0,0,1,0,21
1438,2,4,2,2,2,6,4,1,0,4,1,0,1,29
1439,0,3,2,2,2,8,7,0,6,3,0,1,1,35
1440,3,4,4,0,0,4,4,0,5,0,0,1,0,25
1441,3,0,3,3,0,5,6,0,6,0,0,1,0,27
1442,1,4,4,1,0,4,5,2,6,4,1,1,1,34
1443,2,2,3,3,0,5,8,0,0,3,0,0,1,27
1444,0,6,3,0,0,4,7,0,6,0,0,1,0,27
1445,4,5,1,0,0,2,2,0,6,0,0,1,0,21
1446,6,0,3,0,0,3,6,0,5,0,0,1,0,24
1447,4,3,2,1,0,3,3,2,0,3,1,0,1,23
1448,3,3,4,0,0,4,6,0,6,0,0,3,0,29
1449,4,5,1,0,0,2,2,2,0,2,1,0,1,20
1450,1,2,4,2,2,7,8,0,6,0,0,1,0,33
1451,5,4,0,0,0,2,4,2,6,0,1,1,0,25
1452,1,2,3,3,0,6,7,0,6,0,0,1,0,29
1453,5,4,0,0,0,2,3,2,6,3,1,1,1,28
1454,0,6,3,0,0,4,6,0,0,0,0,0,0,19
1455,0,6,3,0,0,4,7,2,0,4,1,0,1,28
1456,2,6,2,1,0,3,4,2,6,3,1,1,1,32
1457,5,0,4,0,0,2,1,0,0,0,0,0,0,12
1458,2,3,4,1,1,5,8,2,6,3,1,1,1,38
1459,2,3,2,4,0,5,4,0,6,0,0,1,0,27
1460,0,2,4,3,1,6,8,2,0,4,1,0,1,32
1461,4,3,2,0,0,3,7,2,0,0,1,0,0,22
1462,1,3,4,2,1,5,6,0,0,0,0,0,0,22
1463,3,5,1,1,0,3,4,0,0,0,0,0,0,17
1464,1,3,4,2,1,5,6,0,0,0,0,0,0,22
1465,0,3,3,4,0,7,3,0,5,0,0,1,0,26
1466,3,6,0,0,0,3,3,0,6,5,0,2,1,29
1467,5,5,0,0,0,2,3,0,0,0,0,0,0,15
1468,1,4,3,2,0,4,1,2,6,2,1,1,1,28
1469,5,5,0,0,0,3,4,2,0,3,1,0,1,24
1470,1,3,5,0,0,5,3,0,6,4,0,1,1,29
1471,3,5,1,1,0,3,6,2,6,4,1,1,1,34
1472,3,5,1,1,0,3,6,2,6,4,1,1,1,34
1473,3,5,2,1,0,3,1,0,0,0,0,0,0,15
1474,3,5,2,0,0,3,4,2,0,6,1,0,1,27
1475,0,5,4,0,0,4,6,0,0,3,0,0,1,23
1476,4,3,2,1,0,3,4,0,0,3,0,0,1,21
1477,3,3,3,0,1,4,3,0,6,0,0,1,0,24
1478,2,4,3,1,0,4,1,2,5,0,1,1,0,24
1479,1,5,4,0,0,4,2,2,0,1,1,0,1,21
1480,1,5,4,1,0,4,6,2,6,4,1,1,1,36
1481,3,6,0,0,0,2,3,0,0,3,0,0,1,18
1482,2,6,0,1,0,3,3,2,6,3,1,2,1,30
1483,0,9,0,0,0,3,3,0,0,3,0,0,1,19
1484,1,5,2,0,2,6,3,0,0,4,0,0,2,25
1485,0,5,4,0,0,4,8,2,0,3,1,0,1,28
1486,1,2,5,2,0,5,8,0,0,0,0,0,0,23
1487,1,3,5,0,0,4,4,0,0,0,0,0,0,17
1488,0,5,0,4,0,7,7,0,0,0,0,0,0,23
1489,1,7,1,1,1,3,3,1,6,3,1,1,1,30
1490,0,4,5,0,0,5,6,2,6,4,1,1,1,35
1491,7,2,0,0,0,2,4,0,0,0,0,0,0,15
1492,0,5,4,0,0,4,6,0,0,0,0,0,0,19
1493,2,3,4,0,0,4,6,2,0,3,1,0,1,26
1494,1,2,5,2,1,6,7,2,6,4,1,1,1,39
1495,5,4,0,0,0,3,3,2,0,4,1,0,1,23
1496,1,5,2,0,2,6,3,0,0,0,0,0,0,19
1497,2,2,4,1,1,5,3,0,5,0,0,1,0,24
1498,1,3,5,1,0,4,4,0,6,0,0,1,0,25
1499,2,5,2,1,0,4,4,0,6,0,0,1,0,25
1500,0,9,0,0,0,3,7,0,6,4,0,1,1,31
1501,2,4,4,0,0,3,5,0,0,0,0,0,0,18
1502,5,3,1,1,0,3,1,2,5,1,1,1,1,25
1503,5,4,0,0,0,3,3,2,0,3,1,0,1,22
1504,4,4,0,2,0,4,6,0,0,4,0,0,2,26
1505,2,5,1,2,0,4,6,0,0,0,0,0,0,20
1506,0,9,0,0,0,3,4,2,5,4,1,1,1,30
1507,2,3,3,2,1,5,3,0,0,1,0,0,1,21
1508,0,5,4,0,0,4,3,0,0,0,0,0,0,16
1509,0,8,1,0,0,3,5,2,0,2,1,0,1,23
1510,1,6,2,2,0,4,3,2,6,2,1,1,1,31
1511,4,4,0,2,0,4,6,0,0,4,0,0,1,25
1512,5,4,1,0,0,2,2,2,0,2,1,0,1,20
1513,3,6,1,0,0,3,3,0,0,0,0,0,0,16
1514,2,4,3,0,0,4,3,0,0,0,0,0,0,16
1515,4,3,2,1,0,3,3,0,5,0,0,1,0,22
1516,1,4,3,3,0,6,2,2,5,2,1,1,1,31
1517,5,3,1,0,0,3,4,0,0,4,0,0,1,21
1518,2,4,4,0,0,4,8,2,6,3,1,1,1,36
1519,4,3,2,0,0,3,3,0,0,0,0,0,0,15
1520,0,7,2,0,0,4,5,2,0,3,1,0,1,25
1521,3,3,3,0,1,4,3,2,5,4,1,1,1,31
1522,5,4,0,0,0,2,3,0,6,0,0,1,0,21
1523,2,5,2,1,1,4,4,0,5,0,0,1,0,25
1524,3,4,2,0,0,3,3,0,5,0,0,1,0,21
1525,2,0,5,2,0,5,7,2,5,3,1,1,1,34
1526,3,3,4,1,0,4,6,0,6,0,0,1,0,28
1527,2,5,3,0,0,3,2,0,0,0,0,0,0,15
1528,0,2,3,4,0,7,2,0,0,0,0,0,0,18
1529,6,2,2,0,0,2,6,0,5,0,0,1,0,24
1530,3,4,3,0,0,3,2,2,0,0,1,0,0,18
1531,3,6,1,0,0,3,2,1,0,0,1,0,0,17
1532,5,3,2,0,0,3,3,2,6,4,1,1,1,31
1533,1,1,8,0,0,5,6,2,6,0,1,1,0,31
1534,6,2,2,1,0,2,4,0,0,0,0,0,0,17
1535,0,6,0,3,0,5,6,2,6,4,1,1,1,35
1536,0,2,3,2,3,8,6,2,6,4,1,1,1,39
1537,2,5,2,2,0,4,8,2,0,2,1,0,1,29
1538,2,0,4,4,0,7,8,0,0,4,0,0,1,30
1539,0,5,4,0,0,4,3,0,0,6,0,0,1,23
1540,0,5,4,0,0,4,8,0,0,0,0,0,0,21
1541,2,0,5,2,0,5,7,1,6,4,1,2,1,36
1542,4,5,0,0,0,3,1,0,5,0,0,1,0,19
1543,5,4,0,0,0,3,3,2,6,3,1,1,1,29
1544,0,4,5,0,0,4,3,0,0,0,0,0,0,16
1545,1,3,4,3,0,6,7,1,6,4,1,1,1,38
1546,0,0,0,9,0,8,8,2,0,0,1,0,0,28
1547,0,7,2,0,0,3,5,0,0,0,0,0,0,17
1548,5,4,0,0,0,2,2,2,6,3,1,2,1,28
1549,5,4,1,0,0,2,6,0,7,0,0,3,0,28
1550,2,2,5,0,0,4,5,2,5,4,1,1,1,32
1551,3,2,5,0,0,3,3,2,6,3,1,1,1,30
1552,2,4,4,0,0,4,3,0,5,0,0,1,0,23
1553,4,3,3,0,0,3,3,2,0,1,1,0,1,21
1554,0,6,3,0,0,4,2,0,6,3,0,1,1,26
1555,8,1,0,0,0,2,2,2,0,3,1,0,1,20
1556,1,2,4,1,1,6,3,1,0,0,1,0,0,20
1557,2,2,4,1,1,5,4,0,6,0,0,1,0,26
1558,4,2,4,0,0,3,4,2,6,4,1,1,1,32
1559,0,4,5,0,0,4,5,2,0,3,1,0,1,25
1560,3,5,1,1,0,3,2,0,6,0,0,1,0,22
1561,0,2,5,3,0,6,8,1,0,2,1,0,1,29
1562,1,1,4,4,1,7,7,2,0,3,1,0,1,32
1563,2,6,2,0,0,3,7,0,0,3,0,0,1,24
1564,1,3,4,3,0,5,6,0,0,0,0,0,0,22
1565,6,2,1,0,0,2,1,1,6,1,1,1,1,23
1566,0,6,0,3,0,5,4,0,0,3,0,0,1,22
1567,0,4,5,0,0,4,8,0,6,0,0,2,0,29
1568,4,4,2,0,0,3,4,0,5,0,0,1,0,23
1569,4,3,2,2,0,3,3,0,6,0,0,1,0,24
1570,3,6,0,0,0,2,1,1,0,2,1,0,1,17
1571,3,6,0,0,0,3,2,0,0,0,0,0,0,14
1572,2,5,2,0,0,3,3,0,6,0,0,1,0,22
1573,1,1,5,3,1,6,8,2,0,3,1,0,1,32
1574,3,2,3,1,1,4,2,0,6,5,0,1,1,29
1575,1,5,4,0,0,4,4,0,0,3,0,0,1,22
1576,2,5,3,0,0,3,3,2,7,1,1,2,1,30
1577,0,4,5,0,0,4,6,2,0,3,1,0,1,26
1578,1,3,5,1,1,6,3,0,0,0,0,0,0,20
1579,3,2,5,0,0,4,2,2,0,2,1,0,1,22
1580,0,0,4,0,5,0,6,2,6,3,1,1,1,29
1581,0,3,3,4,1,6,6,0,0,3,0,0,1,27
1582,0,5,3,2,0,5,3,0,5,4,0,1,1,29
1583,3,2,5,0,0,4,2,2,6,2,1,1,1,29
1584,2,5,3,1,0,4,4,1,0,0,1,0,0,21
1585,6,2,2,0,0,2,6,0,0,0,0,0,0,18
1586,2,5,2,2,0,4,4,2,6,4,1,1,1,34
1587,3,2,3,2,0,4,3,0,0,0,0,0,0,17
1588,3,3,3,0,0,3,1,2,0,2,1,0,1,19
1589,0,6,3,0,0,4,7,2,6,3,1,1,1,34
1590,5,4,0,0,0,2,3,0,0,0,0,0,0,14
1591,5,4,1,0,0,3,4,2,0,2,1,0,1,23
1592,0,4,5,0,0,4,5,0,0,0,0,0,0,18
1593,1,3,4,2,0,5,8,0,6,4,0,1,1,35
1594,0,3,6,0,0,5,8,2,0,0,1,0,0,25
1595,3,6,0,0,0,3,2,0,6,0,0,1,0,21
1596,2,2,5,0,0,4,4,0,6,3,0,1,1,28
1597,0,0,5,0,4,0,8,0,6,0,0,1,0,24
1598,6,2,2,0,0,2,2,1,6,3,1,1,1,27
1599,0,4,5,0,0,4,3,0,5,0,0,1,0,22
1600,1,3,5,1,1,5,1,0,6,3,0,1,1,28
1601,3,3,2,1,0,3,1,2,6,4,1,1,1,28
1602,2,6,2,1,0,3,4,0,5,4,0,1,2,30
1603,4,5,0,0,0,2,3,0,6,0,0,1,0,21
1604,2,4,4,1,0,4,4,0,0,0,0,0,0,19
1605,1,5,3,0,0,4,4,2,0,2,1,0,1,23
1606,2,2,3,3,0,5,3,2,5,4,1,1,1,32
1607,2,6,2,0,0,3,5,0,5,0,0,1,0,24
1608,0,0,5,2,3,9,8,0,0,0,0,0,0,27
1609,2,6,0,1,0,3,3,0,0,3,0,0,1,19
1610,6,3,0,0,0,2,1,2,6,2,1,1,1,25
1611,4,4,2,0,0,3,3,2,6,4,1,1,1,31
1612,2,3,1,3,2,6,4,0,6,0,0,1,0,28
1613,4,3,3,0,0,3,3,2,0,1,1,0,1,21
1614,5,2,2,1,0,3,4,2,6,4,1,1,1,32
1615,0,7,2,0,0,4,5,0,5,0,0,1,0,24
1616,6,2,2,1,0,3,1,0,0,0,0,0,0,15
1617,0,6,3,0,0,3,5,2,5,3,1,1,1,30
1618,2,3,4,1,0,4,6,0,6,0,0,1,0,27
1619,0,2,5,2,0,6,3,2,6,4,1,1,1,33
1620,2,6,2,1,0,3,4,0,0,0,0,0,0,18
1621,3,2,3,2,0,4,5,0,0,0,0,0,0,19
1622,2,3,4,1,0,4,4,0,0,0,0,0,0,18
1623,0,9,0,0,0,3,7,0,0,0,0,0,0,19
1624,3,2,4,2,0,4,1,0,6,3,0,2,1,28
1625,3,2,4,1,0,4,4,0,0,0,0,0,0,18
1626,0,9,0,0,0,3,8,0,5,0,0,1,0,26
1627,5,3,2,0,0,3,5,2,0,3,1,0,1,25
1628,2,5,2,1,1,4,4,2,6,4,1,2,1,35
1629,6,3,1,1,0,2,1,0,6,0,0,1,0,21
1630,2,4,4,0,0,4,3,0,6,0,0,1,0,24
1631,4,3,3,0,0,3,3,0,5,0,0,1,0,22
1632,5,4,1,0,0,2,6,0,6,3,0,1,1,29
1633,1,2,6,0,0,5,6,0,5,0,0,1,0,26
1634,3,5,2,0,0,3,3,0,0,0,0,0,0,16
1635,2,3,5,0,0,4,7,2,0,4,1,0,1,29
1636,0,5,4,0,0,4,5,0,0,0,0,0,0,18
1637,2,2,5,1,0,4,7,0,0,0,0,0,0,21
1638,0,9,0,0,0,3,3,0,0,4,0,0,1,20
1639,0,4,4,1,1,5,7,0,6,0,0,1,0,29
1640,6,2,1,0,0,2,1,0,0,0,0,0,0,12
1641,9,0,0,0,0,2,3,0,0,0,0,0,0,14
1642,3,2,0,4,0,6,4,0,0,0,0,0,0,19
1643,3,3,3,1,0,4,4,2,0,3,1,0,1,25
1644,0,0,9,0,0,5,4,2,6,4,1,2,1,34
1645,0,4,5,0,0,5,7,2,6,4,1,1,1,36
1646,4,4,1,0,0,2,3,1,0,1,1,0,1,18
1647,2,6,2,0,0,3,7,0,0,0,0,0,0,20
1648,3,4,2,0,0,3,4,2,5,0,1,1,0,25
1649,0,5,0,4,0,7,7,2,0,3,1,0,1,30
1650,7,2,0,0,0,2,2,0,0,0,0,0,0,13
1651,2,4,3,0,0,4,6,2,6,4,1,1,1,34
1652,3,4,2,1,1,4,4,0,6,6,0,1,1,33
1653,3,4,2,1,0,3,6,1,0,4,1,0,1,26
1654,9,0,0,0,0,1,4,0,6,6,0,1,1,28
1655,6,3,0,0,0,2,5,2,5,2,1,1,1,28
1656,2,7,0,0,0,3,4,2,0,0,1,0,0,19
1657,2,3,4,2,1,5,8,0,5,0,0,1,0,31
1658,0,9,0,0,0,3,7,0,6,3,0,2,1,31
1659,0,6,3,0,0,4,3,0,6,0,0,1,0,23
1660,5,3,2,0,0,3,3,0,6,0,0,1,0,23
1661,3,3,3,0,0,3,3,0,0,0,0,0,0,15
1662,0,0,3,3,4,0,8,0,6,0,0,1,0,25
1663,7,2,1,0,0,2,3,0,6,0,0,1,0,22
1664,2,4,4,0,0,3,3,2,6,4,1,1,1,31
1665,6,3,1,0,0,2,1,0,6,0,0,1,0,20
1666,0,0,9,0,0,4,7,0,6,3,0,1,1,31
1667,5,4,0,0,0,2,3,0,6,0,0,1,0,21
1668,3,5,2,0,0,3,3,0,6,0,0,1,0,23
1669,1,7,1,1,1,3,3,2,6,3,1,1,1,31
1670,5,2,3,0,0,3,3,0,6,0,0,1,0,23
1671,3,5,2,0,0,3,5,2,0,3,1,0,1,25
1672,2,3,4,2,1,5,7,2,6,4,1,2,1,40
1673,3,4,4,0,0,4,4,0,6,0,0,2,0,27
1674,2,5,2,0,0,3,3,0,0,0,0,0,0,15
1675,5,4,0,0,0,2,5,0,0,5,0,0,1,22
1676,5,4,1,0,0,2,1,2,5,2,1,1,1,25
1677,0,3,4,3,0,6,3,2,6,4,1,1,1,34
1678,6,2,2,0,0,2,6,0,0,0,0,0,0,18
1679,6,3,1,1,0,2,5,2,6,0,1,1,0,28
1680,6,0,3,0,0,3,6,0,0,2,0,0,1,21
1681,5,4,0,0,0,3,6,0,0,4,0,0,1,23
1682,4,3,3,1,1,3,2,2,0,0,1,0,0,20
1683,9,0,0,0,0,2,1,0,6,0,0,1,0,19
1684,0,5,4,0,0,4,8,0,5,0,0,1,0,27
1685,3,4,3,1,0,3,3,0,0,0,0,0,0,17
1686,4,4,2,0,0,3,3,2,6,2,1,1,1,29
1687,3,3,1,3,1,5,4,1,0,4,1,0,1,27
1688,1,4,4,1,0,4,6,2,0,2,1,0,1,26
1689,2,2,3,3,0,5,4,3,6,3,1,1,1,34
1690,3,3,3,1,0,4,3,0,7,6,0,1,1,32
1691,5,4,0,0,0,3,1,0,0,0,0,0,0,13
1692,3,6,0,0,0,3,5,0,0,0,0,0,0,17
1693,2,2,6,0,0,4,6,2,6,3,1,1,1,34
1694,2,2,2,4,1,6,2,0,0,4,0,0,1,24
1695,0,5,4,0,0,4,6,2,0,4,1,0,1,27
1696,0,4,5,0,0,4,6,0,5,0,0,1,0,25
1697,4,4,1,1,1,3,6,0,0,4,0,0,1,25
1698,3,3,2,1,1,4,6,0,0,4,0,0,1,25
1699,2,4,3,2,0,5,5,2,6,4,1,1,1,36
1700,1,2,3,4,1,7,8,0,6,0,0,1,0,33
1701,1,2,4,3,1,6,3,0,6,0,0,1,0,27
1702,0,2,7,1,0,5,8,0,0,0,0,0,0,23
1703,0,3,0,6,0,7,7,0,6,0,0,1,0,30
1704,1,6,1,0,2,5,6,0,6,0,0,1,0,28
1705,0,5,4,0,0,4,6,2,6,4,1,1,1,34
1706,2,7,1,1,0,3,4,0,6,6,0,1,1,32
1707,1,5,4,0,0,4,4,0,0,4,0,0,1,23
1708,2,5,3,0,0,3,3,2,6,3,1,1,1,30
1709,0,4,5,1,0,4,1,0,0,0,0,0,0,15
1710,0,7,0,2,0,4,4,0,0,0,0,0,0,17
1711,3,2,4,1,0,4,6,0,0,0,0,0,0,20
1712,2,3,2,4,0,5,4,0,6,0,0,1,0,27
1713,2,7,1,1,0,3,4,0,0,6,0,0,1,25
1714,2,5,1,2,0,4,6,2,6,4,1,2,1,36
1715,4,2,3,1,0,3,6,2,0,2,1,0,1,25
1716,2,3,5,0,0,4,7,2,0,4,1,0,1,29
1717,2,3,3,2,0,5,4,1,0,2,1,0,1,24
1718,7,2,0,0,0,2,1,0,6,0,0,2,0,20
1719,1,1,8,0,0,5,6,0,6,3,0,1,1,32
1720,3,1,6,1,0,5,4,0,0,4,0,0,2,26
1721,0,4,5,0,0,4,3,0,6,3,0,1,1,27
1722,0,5,4,0,0,4,7,0,6,3,0,1,1,31
1723,7,2,0,0,0,2,2,0,0,6,0,0,2,21
1724,2,5,3,0,0,3,3,2,6,2,1,1,1,29
1725,1,4,4,0,0,4,1,2,6,4,1,1,1,29
1726,3,2,3,2,1,5,6,2,6,4,1,1,1,37
1727,5,0,2,2,0,4,6,0,0,0,0,0,0,19
1728,1,4,4,1,0,5,7,0,5,0,0,1,0,28
1729,4,4,2,0,0,3,3,2,0,2,1,0,1,22
1730,5,4,1,0,0,2,6,0,0,0,0,0,0,18
1731,1,2,4,3,1,6,7,0,0,3,0,0,1,28
1732,2,4,4,0,0,4,3,2,6,4,1,1,1,32
1733,0,0,5,0,4,9,7,0,7,4,0,2,1,39
1734,3,5,2,1,0,3,1,0,0,3,0,0,1,19
1735,2,4,4,0,0,4,3,0,6,0,0,1,0,24
1736,4,2,2,2,0,4,6,0,0,0,0,0,0,20
1737,3,5,1,1,0,3,6,2,6,4,1,1,1,34
1738,5,4,0,0,0,2,4,2,0,4,1,0,1,23
1739,3,6,0,0,0,3,2,0,0,3,0,0,1,18
1740,7,2,0,0,0,2,1,0,6,6,0,1,1,26
1741,1,4,4,1,0,4,3,2,6,4,1,1,1,32
1742,1,7,2,1,0,4,3,2,0,6,1,0,2,29
1743,0,3,4,3,0,6,7,2,0,4,1,0,1,31
1744,2,5,2,1,0,3,2,0,6,0,0,1,0,22
1745,0,5,3,2,0,5,7,0,5,4,0,1,1,33
1746,3,5,2,0,0,3,3,0,6,0,0,1,0,23
1747,2,4,3,2,0,5,5,0,6,0,0,1,0,28
1748,3,4,2,1,0,3,1,0,6,0,0,1,0,21
1749,3,6,0,0,0,2,5,0,0,0,0,0,0,16
1750,0,2,7,0,0,4,3,2,6,4,1,1,1,31
1751,2,5,2,0,0,3,5,2,6,3,1,1,1,31
1752,2,2,3,1,2,6,6,0,6,0,0,1,0,29
1753,0,5,4,0,0,4,3,0,5,0,0,1,0,22
1754,0,2,7,0,0,4,3,2,0,3,1,0,1,23
1755,0,0,5,0,4,9,5,2,6,3,1,2,1,38
1756,2,4,4,0,0,4,7,0,5,0,0,1,0,27
1757,4,0,5,0,0,4,3,0,6,0,0,1,0,23
1758,0,7,2,0,0,3,5,0,6,1,0,1,1,26
1759,6,3,1,0,1,2,3,0,6,0,0,1,0,23
1760,1,6,2,2,0,4,3,0,6,0,0,1,0,25
1761,4,2,3,1,0,4,1,0,0,1,0,0,1,17
1762,2,2,3,3,0,5,3,0,0,4,0,0,1,23
1763,1,4,4,1,1,4,7,2,0,4,1,0,1,30
1764,0,7,2,0,0,4,4,0,0,3,0,0,1,21
1765,6,2,1,0,1,3,1,0,0,3,0,0,1,18
1766,0,0,4,5,0,8,7,2,0,0,1,0,0,27
1767,2,3,4,0,0,4,4,0,0,0,0,0,0,17
1768,2,3,4,1,0,5,5,0,0,0,0,0,0,20
1769,5,4,1,0,0,3,4,0,6,3,0,1,1,28
1770,2,5,2,0,0,3,5,0,6,0,0,1,0,24
1771,0,2,7,0,0,5,8,0,7,4,0,1,1,35
1772,0,1,7,2,1,6,8,2,0,3,1,0,1,32
1773,0,3,6,0,0,4,6,0,0,0,0,0,0,19
1774,2,4,4,0,0,4,8,0,0,0,0,0,0,22
1775,4,5,0,0,0,2,3,0,6,6,0,1,1,28
1776,2,7,1,0,0,3,1,0,0,0,0,0,0,14
1777,2,4,3,0,0,4,4,2,6,3,1,1,1,31
1778,2,4,4,1,0,4,4,0,5,0,0,1,0,25
1779,0,0,9,0,0,5,5,0,6,0,0,1,0,26
1780,1,5,4,0,0,4,3,0,0,0,0,0,0,17
1781,0,3,5,2,0,5,6,2,6,3,1,1,1,35
1782,0,4,4,2,0,5,8,1,5,3,1,1,1,35
1783,0,4,5,0,0,4,3,0,0,6,0,0,1,23
1784,3,5,2,0,0,3,5,0,5,0,0,1,0,24
1785,2,5,3,0,0,3,2,0,0,0,0,0,0,15
1786,3,4,3,1,0,3,4,2,6,1,1,1,1,30
1787,2,1,4,0,3,7,6,0,6,0,0,1,0,30
1788,5,3,2,0,0,3,2,0,0,3,0,0,1,19
